Title,Author,Publish Date,Keywords,URL,First Name,Gender
The Female Fix,Maria Gunko,2024-02-14,"traditional, repair, zaruhi, armenian, labor, female, house, fix, hand, household, women",https://evnreport.com/arts-and-culture/the-female-fix/,Maria,female
“An Intimate Expression of My Feelings”: Zabel Yesayan’s Unpublished Letter,Lilit Avagyan,2024-02-09,"zabel, expression, yesayan, armenia, soviet, letters, death, feelings, unpublished, pushman, yesayans, day, letter, intimate",https://evnreport.com/arts-and-culture/an-intimate-expression-of-my-feelings-zabel-yesayans-unpublished-letter/,Lilit,female
"Arev After Brezhnev, Part 3",Ella Kanegarian-Berberian,2024-01-25,"money, wanted, know, arev, told, soviet, director, sofia, wine, didnt, brezhnev, factory",https://evnreport.com/arts-and-culture/arev-after-brezhnev-part-3/,Ella,female
After Us,Maria Gunko,2024-01-24,"soviet, places, abandoned, place, various, camp, rails, objects, zone, summer",https://evnreport.com/arts-and-culture/after-us/,Maria,female
Arev After Brezhnev: Part 2,Ella Kanegarian-Berberian,2024-01-18,"woman, say, example, know, arev, brezhnev, im, yes, things, didnt, husband, later",https://evnreport.com/arts-and-culture/arev-after-brezhnev-part-2/,Ella,female
The (Un)Fairytale of Siranush,Maria Gunko,2023-12-25,"siranush, cities, tower, small, say, state, times, siranushs, unfairytale, windows, window",https://evnreport.com/arts-and-culture/the-unfairytale-of-siranush/,Maria,female
A Place on the Edge of Armenia’s Urban Geography,Maria Gunko,2023-12-15,"cities, armenia, edge, soviet, city, geography, place, smallest, urban, dastakert, capital, road, armenias",https://evnreport.com/arts-and-culture/a-place-on-the-edge-of-armenias-urban-geography/,Maria,female
Arev’s Brezhnev Years,Ella Kanegarian-Berberian,2023-08-21,"son, exams, arevs, write, director, knew, taking, day, didnt, husband, brezhnev, work",https://evnreport.com/arts-and-culture/arevs-brezhnev-years/,Ella,female
The Rise of Armenia’s Colorful Twisty Puzzle Community,Sona Gevorgyan,2023-06-29,"jraghatspanyan, twisty, cubing, rise, rubiks, community, puzzle, cube, solving, competitions, algorithms, colorful, records, solve, armenias, wca",https://evnreport.com/arts-and-culture/the-rise-of-armenias-colorful-twisty-puzzle-community/,Sona,female
Yerevan’s Christian Heritage,Seda Grigoryan,2022-11-25,"heritage, church, ad, king, yerevans, relics, city, armenian, st, yerevan, christianity, christian",https://evnreport.com/arts-and-culture/yerevans-christian-heritage/,Seda,female
Armenian Wine Traditions Rediscovered,Hranoush Dermoyan,2022-07-13,"grapes, traditions, armenia, cave, armenians, armenian, winemaking, grape, wine, used, rediscovered",https://evnreport.com/arts-and-culture/armenian-wine-traditions-rediscovered/,Hranoush,female
Mariam Shahinian: Out of the Shadows,Nora Grigorian,2022-06-03,"different, shadows, photographer, exhibition, mariam, studio, anahit, shahinian, 4plus, work, photos, women",https://evnreport.com/arts-and-culture/mariam-shahinian-out-of-the-shadows/,Nora,female
Discovering Armenia: The Potential of Archeological Sites and Obstacles to Excavations,Hasmik Baleyan,2022-05-11,"sites, petrosyan, armenia, state, amd, archeological, excavations, discovering, obstacles, monuments, expedition, million, potential, dvin",https://evnreport.com/arts-and-culture/discovering-armenia-the-potential-of-archeological-sites-and-obstacles-to-excavations/,Hasmik,female
The Peephole,Karen Avetisyan,2021-08-30,"dont, say, samo, youre, know, peephole, nina, statue, goat, dolls, door",https://evnreport.com/arts-and-culture/the-peephole/,Karen,female
House of Horror,Susanna Harutyunyan,2021-08-23,"wont, evil, verdyan, horror, way, house, pregnant, landlord, mr, notary, womans",https://evnreport.com/arts-and-culture/house-of-horror/,Susanna,female
The Seat,Talin Grigorian,2021-07-19,"toilet, aramazd, pink, walks, anahit, susannah, seat, washroom, men, women",https://evnreport.com/arts-and-culture/the-seat/,Talin,female
"From the Forgotten Pages of History: Zabelle Boyajian, an Ambassador of Armenian Culture",Arpine Haroyan,2021-06-06,"published, history, life, armenians, forgotten, ambassador, armenian, british, london, boyajian, zabelle, book, later, culture, pages",https://evnreport.com/arts-and-culture/from-the-forgotten-pages-of-history-zabelle-boyajian-an-ambassador-of-armenian-culture/,Arpine,female
Chez moi,Lusine Hovhannesyan,2021-01-10,"moi, chez, save, table, soviet, mother, house, soldiers, used, unshaven, houses, war",https://evnreport.com/arts-and-culture/chez-moi/,Lusine,female
The Summer of Chomalag,Lusine Kharatyan,2020-12-27,"stay, soviet, armenia, hearth, street, going, write, chomalag, square, summer, kitchens, kitchen",https://evnreport.com/arts-and-culture/the-summer-of-chomalag-arm/,Lusine,female
How Facebook Became a Depository of Armenian Art and Culture,Arpine Haroyan,2020-07-07,"facebook, museums, theatre, armenian, depository, series, art, audience, children, project, museum, culture, educational, various",https://evnreport.com/arts-and-culture/how-facebook-became-a-depository-of-armenian-art-and-culture/,Arpine,female
Weaving a Safety Net: How Embroidering Links Two Waves of Armenian Refugees,Varduhi Kirakosyan,2020-06-28,"memories, embroidering, embroideries, weaving, material, sense, armenian, links, safety, refugees, net, past, waves, yerevan, way, possessions, women",https://evnreport.com/arts-and-culture/weaving-a-safety-net-how-embroidering-links-two-waves-of-armenian-refugees/,Varduhi,female
Mariam and Eranuhi Aslamazyan: Beloved Artists of the Soviet Union,Arpine Haroyan,2020-05-10,"beloved, soviet, sisters, mariam, armenian, aslamazyan, studio, artists, arts, art, union, eranuhi, school",https://evnreport.com/arts-and-culture/mariam-and-eranuhi-aslamazyan-beloved-artists-of-the-soviet-union/,Arpine,female
Serapian: The Milanese Secret,Tatevik Avetisyan,2020-03-09,"brand, leather, milan, milanese, armenian, secret, stefano, work, family, serapian, richemont",https://evnreport.com/arts-and-culture/serapian-the-milanese-secret/,Tatevik,female
Musical Dilijan: The Cultural Hub of Soviet Armenia,Arpine Haroyan,2019-11-10,"dilijan, mirzoyan, yelena, resort, armenia, soviet, composers, hub, recalls, saryan, musical, composer, shostakovich, cultural",https://evnreport.com/arts-and-culture/musical-dilijan-the-cultural-hub-of-soviet-armenia/,Arpine,female
Art and Social Change: Mughdusyan’s Mission of Emancipating Women and Empowering Youth,Gayane Ghazaryan,2019-10-27,"mughdusyan, mission, mughdusyans, students, mariam, social, vocal, youth, classes, ensemble, emancipating, art, center, children, change, empowering, women",https://evnreport.com/arts-and-culture/art-and-social-change-mughdusyans-mission-of-emancipating-women-and-empowering-youth/,Gayane,female
From Censorship to State Sponsorship: The Fate of Jazz in the Soviet Union and Armenia,Gayane Ghazaryan,2019-09-10,"fate, rapm, musicians, armenia, soviet, state, izvestia, pravda, took, sponsorship, proletarian, jazz, parnakh, union, censorship, music",https://evnreport.com/arts-and-culture/from-censorship-to-state-sponsorship-the-fate-of-jazz-in-the-soviet-union-and-armenia/,Gayane,female
The Day They Came For Her: The Story of a Refugee From Baku,Karen Khachaturov,2019-06-27,"world, armenians, approximately, living, armenian, exile, came, 1990, baku, day, woman, refugee",https://evnreport.com/arts-and-culture/the-day-they-came-for-her-the-story-of-a-refugee-from-baku/,Karen,female
Feministivals: Purity Through Parity,Karen Avetisyan,2019-05-19,"feministivals, festival, representation, festivals, gender, history, purity, parity, female, film, directors, equal, women",https://evnreport.com/arts-and-culture/feministivals-purity-through-parity/,Karen,female
The Seven-Year Battle,Karen Khachaturov,2019-01-31,"battle, unanswered, till, notes, velvet, visit, turned, willing, emma, sevenyear, protest, sitin",https://evnreport.com/arts-and-culture/the-seven-year-battle/,Karen,female
From the Forgotten Pages of History: The Life and Times of Mari Beylerian,Arpine Haroyan,2019-01-14,"girls, mari, history, life, forgotten, women, free, times, young, armenian, schools, woman, beylerian, womens, pages",https://evnreport.com/arts-and-culture/from-the-forgotten-pages-of-history-the-life-and-times-of-mari-beylerian/,Arpine,female
The Eternal Magic of Mariam Petrosyan’s Gray House,Lilit Margaryan,2018-10-14,"petrosyan, magic, petrosyans, mariam, translated, read, gray, eternal, novel, house, english, russian, book",https://evnreport.com/arts-and-culture/the-eternal-magic-of-mariam-petrosyans-gray-house/,Lilit,female
Finding Beauty in a Decaying Theater,Tsovinar Hakobyan,2018-10-13,"theaterit, beauty, widestage, ticketan, guests, ticketholders, walk, way, decaying, theater, finding, wooden, villagers, vahram",https://evnreport.com/arts-and-culture/finding-beauty-in-a-decaying-theater/,Tsovinar,female
Armenia’s Contemporary Art Scene: Discussing Its Foundations and Future With Three Local Curators,Lizzy Vartanian Collier,2018-08-22,"local, future, curators, armenia, foundations, explains, scene, discussing, armenian, support, contemporary, artists, art, armenias, design, gargarian",https://evnreport.com/arts-and-culture/armenias-contemporary-art-scene-discussing-its-foundations-and-future-with-three-local-curators/,Lizzy,female
Kond: A City Within a City,Arpine Haroyan,2018-08-13,"old, survivors, soviet, kond, residence, city, mosque, armenian, yerevan, family, residents",https://evnreport.com/arts-and-culture/kond-a-city-within-a-city/,Arpine,female
The Sculptor of Death Masks,Kristen Anais Bayrakdarian,2018-06-27,"sergey, sculptor, gyumri, soviet, masks, armenian, death, arts, ussr, merkurov, greek",https://evnreport.com/arts-and-culture/the-sculptor-of-death-masks/,Kristen,female
Thoughts on (not)Editing,Tatiana Ryckman,2018-05-15,"strange, reading, notediting, dream, love, read, thoughts, way, real, book, marcom, work",https://evnreport.com/arts-and-culture/thoughts-on-notediting/,Tatiana,female
"Jivan Avetisyan: A Story of Survival, Destiny and Faith",Maria Titizian,2018-01-17,"stepanakert, avetisyan, war, took, survival, destiny, voice, stayed, uncle, wrapped, tears, family, jivan, faith, later",https://evnreport.com/arts-and-culture/jivan-avetisyan-a-story-of-survival-destiny-and-faith/,Maria,female
Armenian Women Pushing Boundaries in Film and Theatre,Janine Maral,2017-12-17,"theatre, armenia, violence, armenian, womenhowever, womens, industry, film, pushing, yerevanbased, boundaries, issues, create, women",https://evnreport.com/arts-and-culture/armenian-women-pushing-boundaries-in-film-and-theatre/,Janine,female
From the Forgotten Pages of History: Countess Mariam Tumanyan,Arpine Haroyan,2017-12-14,"today, woman, history, hayrik, forgotten, mariam, women, armenian, countess, yes, thing, try, wine, tumanyan, men, pages",https://evnreport.com/arts-and-culture/from-the-forgotten-pages-of-history-countess-mariam-tumanyan/,Arpine,female
An Agent of Undiscovered Literature,Arevik Ashkharoyan,2017-10-01,"dont, undiscovered, course, armenia, friend, country, know, talking, conversation, armenian, agent, literature, usually",https://evnreport.com/arts-and-culture/an-agent-of-undiscovered-literature/,Arevik,female
Grand Hotel Yerevan: A Living Legend of the City,Arpine Haroyan,2017-08-11,"grand, soviet, city, living, charents, armenian, hotel, legend, yerevan, famous, terlemezian, transformed, short, room",https://evnreport.com/arts-and-culture/grand-hotel-yerevan-a-living-legend-of-the-city/,Arpine,female
From the Forgotten Pages of History: The Tragedy of Maro Alazan,Arpine Haroyan,2017-07-15,"beating, maro, history, tragedy, forgotten, started, messages, stop, wrote, alazan, cell, soon, message, friends, pages",https://evnreport.com/arts-and-culture/from-the-forgotten-pages-of-history-the-tragedy-of-maro-alazan/,Arpine,female
Armenia and Followers of the Bahá’í Faith,Anush Hokhoyan,2017-07-12,"baháí, witness, gate, armenia, religion, human, young, twelfth, unification, followers, bahai, went, world, faith",https://evnreport.com/arts-and-culture/armenia-and-followers-of-the-bahai-faith/,Anush,female
Back to the USSR: Vintage Soviet Glassware,Arpine Haroyan,2017-06-21,"threshold, gyumri, soviet, vintage, light, pieces, glassware, ussran, tbilisi, ussr, step, collection",https://evnreport.com/arts-and-culture/back-to-the-ussr-vintage-soviet-glassware/,Arpine,female
From Cilicia to Gyumri to Beirut,Roubina Margossian,2017-06-11,"kohar, bank, orchestra, gyumri, straight, kingdom, know, armenian, library, building, cilicia, beirut",https://evnreport.com/arts-and-culture/from-cilicia-to-gyumri-to-beirut/,Roubina,female
Martin Yeritsyan: Armenia’s Oldest Luthier,Arpine Haroyan,2017-05-24,"playing, witness, waiting, children, woodshahen, eyes, luthier, yeritsyan, yells, oldest, violin, armenias, broken, violinyou, martin",https://evnreport.com/arts-and-culture/martin-yeritsyan-armenias-oldest-luthier/,Arpine,female
A Room of Our Own: An Invitation to Write,Atoussa S.,2017-04-12,"history, literary, writing, legacy, write, created, writers, invitation, male, novel, room, women",https://evnreport.com/arts-and-culture/a-room-of-our-own-an-invitation-to-write/,Atoussa,female
Politics of Exclusion,Loosineh Markarian,2017-03-16,"travel, exclusion, armenia, armenians, armenian, identity, states, rights, politics, ban, society, groups",https://evnreport.com/arts-and-culture/politics-of-exclusion/,Loosineh,female
Architecting a New Language of Sustainable Practices in Armenia,Nairi Khatchadourian,2024-12-05,"local, armenia, architecture, language, practices, students, architecting, community, oshakan, sustainable, international, project, school, summer",https://evnreport.com/et-cetera/sustainable-architecture-practices-in-armenia/,Nairi,female
Armenian Art and the World: Insights from Festival Week-end à l’Est,Varduhi Kirakosyan,2024-11-20,"festival, armenia, exhibition, scene, weekend, armenian, artistic, contemporary, lest, artists, art, à, world, cultural, insights",https://evnreport.com/et-cetera/insights-from-festival-week-end-a-lest/,Varduhi,female
Stereotypical Armenians and Armenian Stereotypes in Film,Sona Karapoghosyan,2024-10-29,"stereotypical, films, armenians, american, sex, armenian, characters, film, character, stereotypes, family, karagulian",https://evnreport.com/et-cetera/stereotypical-armenians/,Sona,female
Salome of Our Days: From Misogyny to a Woman-Centric Narrative,Sona Karapoghosyan,2024-09-03,"misogyny, opera, jeanine, salome, egoyan, dance, days, narrative, film, seven, veils, womancentric, salomes",https://evnreport.com/et-cetera/salome-of-our-days-from-misogyny-to-a-woman-centric-narrative/,Sona,female
From Heritage to Hype,Garine Boghossian,2024-06-28,"heritage, event, festival, creative, festivals, urban, hype, development, art, building, project, space",https://evnreport.com/et-cetera/from-heritage-to-hype/,Garine,female
"From Artsakh to Gaza, No One Will Be Free",Sona Karapoghosyan,2024-03-12,"festival, films, free, palestinian, idfa, director, slogan, film, artsakh, gaza, announcements, documentary, war",https://evnreport.com/et-cetera/from-artsakh-to-gaza-no-one-will-be-free-eng/,Sona,female
"Daniel Dznuni: The Interrupted Flight, Part 2",Anush Vardanyan,2024-02-16,"flight, office, armenia, soviet, daniel, dznuni, armenian, armenfilm, dznunis, film, cinema, interrupted, work",https://evnreport.com/et-cetera/daniel-dznuni-the-interrupted-flight-part-2/,Anush,female
"The Now of Literature, After the War",Mariam Aloyan,2023-12-13,"different, language, literary, pain, human, armenian, writers, literature, generation, war",https://evnreport.com/et-cetera/the-now-of-literature-after-the-war/,Mariam,female
The Russian “Gift of Civilization” to Armenia: “Relocant” Edition,Maria Gunko,2023-12-05,"civilization, armenia, imperial, relocant, edition, reciprocity, russians, giving, gaze, russian, relocants, initiatives, gift",https://evnreport.com/et-cetera/the-russian-gift-of-civilization-to-armenia-relocant-edition/,Maria,female
Exhibiting “Armenian” Nudity: A Decolonial Approach to Art History,Taguhi Torosyan,2023-08-24,"body, nudity, exhibition, history, armenian, approach, decolonial, artistic, artists, exhibiting, art, cultural, female, nude",https://evnreport.com/et-cetera/exhibiting-armenian-nudity-a-decolonial-approach-to-art-history/,Taguhi,female
The Regional Policies of the Cannes Film Festival,Sona Karapoghosyan,2023-07-27,"policies, georgian, festival, films, georgia, recent, regional, 2023, film, iran, cannes, program",https://evnreport.com/et-cetera/the-regional-policies-of-the-cannes-film-festival/,Sona,female
Living Portals: Reflections on Territorialization in Contemporary Armenian Art,Maria Gunko,2023-07-19,"portals, exhibition, living, place, reflections, armenian, contemporary, art, verishen, carpet, space, territory, spatial, territorialization",https://evnreport.com/et-cetera/living-portals-reflections-on-territorialization-in-contemporary-armenian-art/,Maria,female
A Vision of Power: The Royal Crowns of Cilicia,Margarita Ghazaryan,2023-04-06,"western, vision, king, levon, wear, depicted, crowns, armenian, lambronatsi, crown, fig, cilicia, royal, power",https://evnreport.com/et-cetera/a-vision-of-power-the-royal-crowns-of-cilicia/,Margarita,female
Art as a Tool for Conflict Transformation and Healing War Trauma,Anna Kamay,2023-03-20,"festival, healing, tool, armenian, trauma, conflict, contemporary, theater, art, cultural, project, transformation, shushi, war",https://evnreport.com/et-cetera/art-as-a-tool-for-conflict-transformation-and-healing-war-trauma/,Anna,female
5 Dreamers and a Horse,Sona Karapoghosyan,2023-03-13,"documentaries, tree, films, characters, genre, scenes, film, dreamers, cinema, khachatryan, documentary, horse",https://evnreport.com/et-cetera/5-dreamers-and-a-horse/,Sona,female
Love and [un]Love in “The Miracle Worker”,Nune Hakhverdyan,2023-02-14,"miracle, life, love, child, acting, unlove, theater, worker, world, stage, actor",https://evnreport.com/et-cetera/love-and-unlove-in-the-miracle-worker/,Nune,female
Exhibition Outside of the Traditional Art Space,Margarita Ghazaryan,2023-01-19,"spaces, traditional, exhibition, example, public, center, art, outside, works, space, museum, shopping",https://evnreport.com/et-cetera/exhibition-outside-of-the-traditional-art-space/,Margarita,female
The Armenian Dream: Michael Goorjian’s Film About Charlie the Repatriate,Sona Karapoghosyan,2022-12-23,"armenia, soviet, goorjian, dream, movie, armenian, director, film, repatriate, charlie, prison, repatriates, goorjians, michael",https://evnreport.com/et-cetera/the-armenian-dream-michael-goorjians-film-about-charlie-the-repatriate/,Sona,female
Kafka in Artsakh,Sona Karapoghosyan,2022-08-29,"voyage, small, structure, kafka, director, republic, film, artsakh, airport, music, work",https://evnreport.com/et-cetera/kafka-in-artsakh/,Sona,female
Global and Local Art Wars,Lilit Sargsyan,2022-06-06,"local, global, soviet, exhibition, wars, youth, armenian, artists, art, works, painting, collection, muradyan",https://evnreport.com/et-cetera/global-and-local-art-wars/,Lilit,female
Waiting for Spring…,Sona Karapoghosyan,2022-04-30,"waiting, spring, films, aram, protagonists, armenian, military, film, society, men, war",https://evnreport.com/et-cetera/waiting-for-spring/,Sona,female
Power Is (the) Truth,Karen Avetisyan,2022-04-19,"historical, great, discourse, times, armenian, month, film, truth, power, war",https://evnreport.com/et-cetera/power-is-the-truth/,Karen,female
A Living Canvas on Stage: Towards Contemporary Dance in Armenia,Varduhi Kirakosyan,2022-02-06,"body, took, armenia, performance, sense, living, anoosh, contemporary, dancers, audience, art, stage, dance, canvas",https://evnreport.com/et-cetera/a-living-canvas-on-stage-towards-contemporary-dance-in-armenia/,Varduhi,female
Waste: The New “Raw Material” of Modern Art,Margarita Ghazaryan,2022-01-20,"material, artist, exhibition, raw, harmony, modern, aesthetic, practical, art, object, waste, issues, installation",https://evnreport.com/et-cetera/waste-the-new-raw-material-of-modern-art/,Margarita,female
The Doctors of Armenian Cultural Heritage,Liana Sahakyan,2021-12-09,"heritage, restorers, objects, restoration, museums, armenian, doctors, training, cultural, national, conservation, museum, work",https://evnreport.com/et-cetera/the-doctors-of-armenian-cultural-heritage/,Liana,female
Re-reading Philip Marsden’s “The Crossing Place: A Journey Among the Armenians”,Naneh Hovhannisyan,2021-11-19,"journey, philip, travel, armenia, history, armenians, place, marsdens, armenian, marsden, rereading, crossing, book",https://evnreport.com/et-cetera/re-reading-philip-marsden-s-the-crossing-place-a-journey-among-the-armenians/,Naneh,female
The Cinema Screen: A Political Battlefield,Sona Karapoghosyan,2021-09-02,"films, armenia, president, battlefield, director, revolution, armenian, film, screen, cinema, ishkhanutyun, political",https://evnreport.com/et-cetera/the-cinema-screen-a-political-battlefield/,Sona,female
Interrupted Flavors: Thoughts on Armenian Cuisine,Ella Kanegarian-Berberian,2021-07-04,"flavors, hummus, tables, local, table, soviet, armenians, cuisine, armenian, desserts, thoughts, interrupted, dishes",https://evnreport.com/et-cetera/interrupted-flavors-thoughts-on-armenian-cuisine/,Ella,female
The EDM Kitchen։ Electronic Dance Music in the Context of Gender,Eva Khachatryan,2021-06-26,"djs, kitchen, field, dj, gender, context, women, platforms, female, yerevan, electronic, music, dance, edm",https://evnreport.com/et-cetera/the-edm-kitchen-electronic-dance-music-in-the-context-of-gender/,Eva,female
Did the Wind Drop? Nora Martirosyan’s Optimistic Drama From Artsakh,Sona Karapoghosyan,2021-06-08,"drop, optimistic, festival, films, wind, delange, martirosyans, drama, nora, director, international, artsakh, film, cannes, airport, war",https://evnreport.com/et-cetera/did-the-wind-drop-nora-martirosyan-s-optimistic-drama-from-artsakh/,Sona,female
Rediscovering the Body: The Painful Birth of Post-Soviet Performance Art,Varduhi Kirakosyan,2021-05-21,"body, alternative, armenia, performance, soviet, painful, armenian, postsoviet, artistic, contemporary, artists, art, rediscovering, birth, works, culture",https://evnreport.com/et-cetera/rediscovering-the-body-the-painful-birth-of-post-soviet-performance-art/,Varduhi,female
"“Michael Jackson, Know This Well, I Can’t Bear This Pain”",Karen Avetisyan,2021-04-14,"jackson, baby, pain, know, 1990s, great, armenian, bear, popular, rabiz, cant, genre, project, music, rap, michael",https://evnreport.com/et-cetera/michael-jackson-know-this-well-i-can-t-bear-this-pain/,Karen,female
Back to the Future: The Evolution of Post-Soviet Aesthetic in Armenian Fashion,Anais Gyulbudaghyan,2021-03-29,"future, soviet, armenians, evolution, style, young, armenian, west, postsoviet, fashion, cultural, world, design, aesthetic",https://evnreport.com/et-cetera/back-to-the-future-the-evolution-of-post-soviet-aesthetic-in-armenian-fashion/,Anais,female
"“Where Are You, Soghomon?” Arman Nshanian’s Melodrama About Komitas",Sona Karapoghosyan,2021-03-21,"historical, solomon, ararat, genocide, soghomon, melodrama, director, songs, arman, film, nshanian, works, komitas, nshanians",https://evnreport.com/et-cetera/where-are-you-soghomon-arman-nshanian-s-melodrama-about-komitas/,Sona,female
Escaping to Cafes: Yerevan’s 2021 Gastronomic Trends,Ella Kanegarian-Berberian,2021-03-10,"local, cafes, yerevans, world, opened, restaurants, trends, 2021, jcook, yerevan, wine, gastronomic, market, escaping, work",https://evnreport.com/et-cetera/escaping-to-cafes-yerevan-s-2021-gastronomic-trends/,Ella,female
Listening to Imagine: A Post-Crisis Exhibition Attempting to Reimagine Armenia’s Future,Liana Sahakyan,2021-02-28,"future, exhibition, digital, sense, attempting, reimagine, listening, ways, talalyan, imagine, way, art, works, armenias, postcrisis, artist",https://evnreport.com/et-cetera/listening-to-imagine-a-post-crisis-exhibition-attempting-to-reimagine-armenia-s-future/,Liana,female
Synopsys Armenia: 20 Years of Investment in Growth and Education,Manya Israyelyan,2024-12-18,"armenia, students, investment, markosyan, 20, company, education, development, talent, synopsys, growth, university",https://evnreport.com/creative-tech/synopsys-armenia/,Manya,female
The Making of Robin: A Robotic Friend for Pediatric Patients,Roza Melkumyan,2024-08-28,"making, different, team, friend, pediatric, robotic, child, badmagharian, kids, patients, children, robins, robin, khachikyan",https://evnreport.com/creative-tech/the-making-of-robin/,Roza,female
Armenian Tech’s Year of Generative AI,Yulia Vekilyan,2024-01-08,"systems, techs, ai, features, armenian, using, generative, models, computing, generation, data",https://evnreport.com/creative-tech/armenian-techs-year-of-generative-ai/,Yulia,female
Hero House Glendale,Roza Melkumyan,2023-11-07,"southern, armenia, companies, tech, glendale, armenian, house, california, hero, arzumanyan",https://evnreport.com/creative-tech/hero-house-glendale/,Roza,female
Armath Labs: Creating a Pan-Armenian STEM Community,Roza Melkumyan,2023-10-27,"panarmenian, armenia, tech, students, armath, glendale, community, stem, manukyan, creating, labs, program",https://evnreport.com/creative-tech/armath-labs-creating-a-pan-armenian-stem-community/,Roza,female
Research and Innovation in Armenia: Are We On the Right Path?,Lilit Margaryan,2023-10-06,"science, armenia, amd, scientific, innovation, development, right, national, path, system, scientists, research",https://evnreport.com/creative-tech/research-and-innovation-in-armenia-are-we-on-the-right-path/,Lilit,female
Navigating AI Regulation and Innovation in a Transformative Era,Anna Barseghyan,2023-09-05,"regulations, regulation, armenia, transformative, systems, eus, ai, development, innovation, era, responsible, eu, aia, navigating",https://evnreport.com/creative-tech/navigating-ai-regulation-and-innovation-in-a-transformative-era/,Anna,female
Fostering a SpaceTech Ecosystem in Armenia,Manya Israyelyan,2023-08-03,"armenia, space, state, satellites, aerospace, fostering, scientific, industry, sector, technology, ecosystem, spacetech, research",https://evnreport.com/creative-tech/fostering-a-spacetech-ecosystem-in-armenia/,Manya,female
"Digitec, Revisited: Views From the Summit",Leigha Schjelderup,2023-07-20,"digitec, armenia, tech, revisited, education, public, summit, innovation, development, approach, views, technology, research",https://evnreport.com/creative-tech/digitec-revisited-views-from-the-summit/,Leigha,female
An AI Institute for Armenia,Manya Israyelyan,2023-05-15,"learning, armenia, global, ai, institute, machine, talent, world, security, research",https://evnreport.com/creative-tech/an-ai-institute-for-armenia/,Manya,female
The Armenian Venture Capital Landscape and Beyond,Nuné Zadoyan,2023-04-27,"diaspora, armenia, venture, tech, companies, investment, funding, landscape, armenian, startups, capital, entrepreneurs",https://evnreport.com/creative-tech/the-armenian-venture-capital-landscape-and-beyond/,Nuné,female
How the Golden Past of Armenia’s Tech Industry Is Motivating Its Future,Ani Avetisyan,2023-04-05,"motivating, tech, golden, future, armenia, companies, specialists, tax, armenian, past, industry, sector, armenias, russian",https://evnreport.com/creative-tech/how-the-golden-past-of-armenias-tech-industry-is-motivating-its-future/,Ani,female
Does Armenian Society Trust Science?,Yulia Vekilyan,2023-03-27,"science, does, role, armenia, media, armenian, scientific, public, trust, importance, society, scientists",https://evnreport.com/creative-tech/does-armenian-society-trust-science/,Yulia,female
Gituzh: The Government’s Development of Armenia’s Scientific Ecosystem Has Been Haphazard,Manya Israyelyan,2022-12-09,"haphazard, governments, meet, science, armenia, shahverdyan, gituzh, scientific, development, programs, universities, armenias, ecosystem, rd, scientists, research",https://evnreport.com/creative-tech/gituzh-the-governments-development-of-armenias-scientific-ecosystem-has-been-haphazard/,Manya,female
Self-Driven: Chinar Movsisyan and the Making of manot,Leigha Schjelderup,2022-12-06,"making, chinar, movsisyan, armenia, science, role, selfdriven, ai, manot, way, work, data, research",https://evnreport.com/creative-tech/self-driven-chinar-movsisyan-and-the-making-of-manot/,Leigha,female
Decentralizing Tech in Armenia Starts With Education,Roza Melkumyan,2022-11-16,"starts, armenia, tech, students, professionals, companies, decentralizing, tumo, education, teach, programs, subjects",https://evnreport.com/creative-tech/decentralizing-tech-in-armenia-starts-with-education/,Roza,female
It’s Time to Pivot Armenia’s Innovation Narrative,Leigha Schjelderup,2022-11-08,"science, armenia, country, ai, public, innovation, important, development, narrative, sector, pivot, armenias, technology",https://evnreport.com/creative-tech/its-time-to-pivot-armenias-innovation-narrative/,Leigha,female
How Can Armenia Exploit Its Innovation Potential to Become a High-Income Country?,Ani Toroyan,2022-10-18,"highincome, armenia, country, exploit, economy, development, innovation, sti, capital, economic, technology, potential, growth, tfp",https://evnreport.com/creative-tech/how-can-armenia-exploit-its-innovation-potential-to-become-a-high-income-country/,Ani,female
"Strong Foundations, Missing Blueprints",Leigha Schjelderup,2022-10-10,"diaspora, science, armenia, strong, foundations, development, innovation, public, missing, blueprints, industry, international, armenias, research",https://evnreport.com/creative-tech/strong-foundations-missing-blueprints/,Leigha,female
From the Soviets to Starmus: Positioning Armenia for a Comeback in the Science Sector,Roza Melkumyan,2022-09-22,"science, armenia, world, comeback, soviets, positioning, israelyan, starmus, scientific, byurakan, armenian, sector, armenias, scientists",https://evnreport.com/creative-tech/from-the-soviets-to-starmus-positioning-armenia-for-a-comeback-in-the-science-sector/,Roza,female
Unit 1991: Strategic Technological Applications for the Armed Forces,Nane Petrosyan,2022-09-05,"armed, learning, projects, forces, 1991, receive, applications, project, technological, grade, strategic, program, stage, unit, defense",https://evnreport.com/creative-tech/unit-1991-strategic-technological-applications-for-the-armed-forces/,Nane,female
The (Unrealized) Imperative of AI in Armenia,Leigha Schjelderup,2022-08-18,"imperative, science, armenia, strong, tech, ai, development, innovation, unrealized, sector, intelligence, research",https://evnreport.com/creative-tech/the-unrealized-imperative-of-ai-in-armenia/,Leigha,female
Is Science Back on Armenia’s Agenda?,Manya Israyelyan,2022-08-01,"research, happen, science, armenia, researchers, movsisyan, young, scientific, programs, armenias, scientists, agenda",https://evnreport.com/creative-tech/is-science-back-on-armenias-agenda/,Manya,female
